,Date,Visa,Master
311,2009-06-12,-0.035371703,-0.017005001000000002
312,2009-06-15,0.001087632,-0.003531665
313,2009-06-16,-0.030575819,-0.017480627
314,2009-06-17,-0.017771374,0.0042797140000000004
315,2009-06-18,0.000977995,-0.005296421
316,2009-06-19,-0.00065136,-0.012485403
317,2009-06-22,-0.002118299,-0.028323581
318,2009-06-23,0.023350751,0.021367521
319,2009-06-24,-0.025211425,0.005807781
320,2009-06-25,0.01407759,0.019992549
321,2009-06-26,0.030185634,0.028183589
322,2009-06-29,-0.013162018000000001,-0.004499497
323,2009-06-30,-0.011432201000000001,-0.0049954809999999995
324,2009-07-01,-0.023450047999999998,-0.008786086
325,2009-07-02,-0.011842105,0.00265316
326,2009-07-06,0.00982024,0.003187395
327,2009-07-07,-0.015823306000000002,-0.034830046
328,2009-07-08,-0.003684475,-0.001863354
329,2009-07-09,0.01596907,0.013067828
330,2009-07-10,-0.009596294,-0.013759213999999999
331,2009-07-13,0.008185767,0.030891877999999998
332,2009-07-14,-0.0009942,0.002476982
333,2009-07-15,0.039144137,0.03881161
334,2009-07-16,0.028092577999999997,0.034228694
335,2009-07-17,-0.004812917,0.008806866
336,2009-07-20,0.047113885,0.008785587
337,2009-07-21,0.000446961,-0.0026457940000000004
338,2009-07-22,-0.00446761,0.002984415
339,2009-07-23,0.0050860129999999995,0.024189992999999996
340,2009-07-24,0.001488317,-0.0021520420000000003
341,2009-07-27,0.013374944,0.01973365
342,2009-07-28,-0.027716674,-0.011579337
343,2009-07-29,0.007239819000000001,0.008612389
344,2009-07-30,0.0064390540000000005,0.029488199
345,2009-07-31,-0.026037792,-0.000412137
346,2009-08-03,0.055759242,0.034169974
347,2009-08-04,-0.000144697,0.012159922
348,2009-08-05,-0.010419682,-0.000590891
349,2009-08-06,0.003948523,-0.007389891
350,2009-08-07,0.007574654,0.014194957
351,2009-08-10,-0.004192569,-0.009787609000000001
352,2009-08-11,-0.003919861,0.0017297620000000001
353,2009-08-12,-0.002332022,0.008041887
354,2009-08-13,0.003360117,-0.0017130479999999998
355,2009-08-14,-0.012813046000000002,-0.006667647
356,2009-08-17,-0.02020649,-0.032920389
357,2009-08-18,0.008730995,0.011381035
358,2009-08-19,0.002835398,-0.00439017
359,2009-08-20,0.009077380999999999,0.028991384
360,2009-08-21,0.017549033999999998,0.020835386
361,2009-08-24,-0.015217391,-0.014571773
362,2009-08-25,0.015158205,0.02301322
363,2009-08-26,0.017686286000000002,-0.010721247
364,2009-08-27,-0.006980057,-0.000435386
365,2009-08-28,0.011332664,-0.014666021000000001
366,2009-08-31,0.008510638000000001,-0.004617625
367,2009-09-01,-0.012939522,-0.009672803
368,2009-09-02,-0.001139926,-0.001096327
369,2009-09-03,0.011554921999999999,0.014716837
370,2009-09-04,-0.007756311,0.013028565
371,2009-09-08,0.008385446,0.006794466999999999
372,2009-09-09,-0.006624383,0.013786455
373,2009-09-10,0.025964813,0.00613385
374,2009-09-11,-0.000276587,-0.013185302
375,2009-09-14,0.00802324,-0.003926967
376,2009-09-15,0.004528613,0.029039807999999997
377,2009-09-16,0.01215847,0.026771901
378,2009-09-17,-0.0036442159999999996,0.00200223
379,2009-09-18,-0.000406394,0.015304314
380,2009-09-21,-0.0054207890000000005,-0.004249273
381,2009-09-22,0.013898351000000001,0.00880424
382,2009-09-23,-0.006585136,-0.023109805
383,2009-09-24,-0.005275974,-0.020283513
384,2009-09-25,-0.039031687999999995,-0.047641202
385,2009-09-28,0.006793094,0.016805081
386,2009-09-29,-0.022069158999999998,-0.0067261940000000004
387,2009-09-30,-0.006612045,-0.022201895
388,2009-10-01,0.000144697,-0.013554243
389,2009-10-02,-0.019241898,0.0014041420000000002
390,2009-10-05,0.005458032,0.00420652
391,2009-10-06,0.001467136,0.001097093
392,2009-10-07,0.038089657,0.050560349000000004
393,2009-10-08,0.012277731000000002,0.00028459
394,2009-10-09,0.016868814,0.016401165
395,2009-10-12,0.010419523,0.007368716
396,2009-10-13,0.013161465,0.006296296
397,2009-10-14,0.001740994,0.009753404
398,2009-10-15,0.0037433159999999996,0.026790596
399,2009-10-16,-0.01052211,-0.006611644
400,2009-10-19,0.008884103,0.007727744
401,2009-10-20,0.0013342229999999998,-0.0026596190000000002
402,2009-10-21,0.001865423,0.002977778
403,2009-10-22,0.00664982,0.01599681
404,2009-10-23,-0.020742502,0.00296585
405,2009-10-26,-0.018078791,-0.040050485
406,2009-10-27,0.015388843000000001,-0.0009060019999999999
407,2009-10-28,0.036129905,-0.000226706
408,2009-10-29,0.009272561,0.033650794
409,2009-10-30,-0.019668737,-0.039048789
410,2009-11-02,0.020195354,0.016573783
411,2009-11-03,0.004657782,-0.015495128
412,2009-11-04,0.008499678,0.026368613
413,2009-11-05,0.016345294,0.023424304
414,2009-11-06,0.0010051510000000001,0.028881607000000004
415,2009-11-09,0.018702146,0.02233014
416,2009-11-10,-0.00073928,-0.014534044
417,2009-11-11,-0.003452528,-0.0032262540000000004
418,2009-11-12,-0.011135856999999999,-0.004245439
419,2009-11-13,0.001001001,-0.00916037
420,2009-11-16,-0.005625,-0.01670075
421,2009-11-17,0.01257071,0.000866551
422,2009-11-18,-0.001986344,-0.016103896
423,2009-11-19,-0.002612265,0.012363603999999999
424,2009-11-20,-0.002244949,0.004650354000000001
425,2009-11-23,0.0055,0.02175982
426,2009-11-24,0.002237693,0.006181422
427,2009-11-25,0.014512528,0.009215275
428,2009-11-27,-0.017850593,-0.017720147
429,2009-11-30,0.008340595,0.022369371000000002
430,2009-12-01,0.024320987999999998,0.008843353
431,2009-12-02,-0.009039412,-0.002345817
432,2009-12-03,-0.026635855,-0.025822952000000003
433,2009-12-04,0.002998875,0.021891938
434,2009-12-07,-0.004235704,-0.009903452
435,2009-12-08,0.000750657,-0.0013811
436,2009-12-09,0.02200275,0.018146767
437,2009-12-10,0.0069724769999999995,0.004857166
438,2009-12-11,-0.011904762,-0.000737342
439,2009-12-14,0.042168675,0.014511765
440,2009-12-15,0.016161378,-0.00779861
441,2009-12-16,0.010332018,0.0034615759999999996
442,2009-12-17,0.0,0.005478937
443,2009-12-18,0.022291164,0.028617557999999998
444,2009-12-21,-0.016410026,0.002040496
445,2009-12-22,-0.013826991,0.00101817
446,2009-12-23,-0.0017381229999999998,-0.001173578
447,2009-12-24,0.0016250729999999999,0.000391626
448,2009-12-28,0.005446749,0.006107626999999999
449,2009-12-29,0.014522822,0.00536999
450,2009-12-30,0.0013633270000000001,-0.001470739
451,2009-12-31,-0.007714999,-0.007752576999999999
452,2010-01-04,0.007774983,0.003359637
453,2010-01-05,-0.011459042,-0.00295908
454,2010-01-06,-0.013428211,-0.002030576
455,2010-01-07,0.009306654000000001,-0.006534669
456,2010-01-08,0.0027662520000000003,0.000354484
457,2010-01-11,-0.002873563,-0.016457989
458,2010-01-12,-0.004726225,-0.0005604480000000001
459,2010-01-13,0.009265694,0.025995314
460,2010-01-14,0.0034427359999999996,0.016904236
461,2010-01-15,-0.014867338,0.008330697
462,2010-01-19,0.019851405,0.00799547
463,2010-01-20,-0.004894707,-0.005136884
464,2010-01-21,-0.033973919,-0.018527658
465,2010-01-22,-0.020367081000000002,-0.025917797000000003
466,2010-01-25,-0.00846126,0.002541599
467,2010-01-26,-0.010727783000000001,-0.015210933000000001
468,2010-01-27,0.034011091,0.031052613
469,2010-01-28,-0.015016089,-0.026840363
470,2010-01-29,-0.007501511999999999,0.001803929
471,2010-02-01,0.019870778999999998,0.014085675
472,2010-02-02,0.004183600000000001,-0.0033935759999999997
473,2010-02-03,-0.005832639000000001,-0.019718087
474,2010-02-04,-0.005627395,-0.10287583800000001
475,2010-02-05,-0.00590006,-0.00616807
476,2010-02-08,0.005935078000000001,0.025640934
477,2010-02-09,0.002649007,-0.013029991999999999
478,2010-02-10,0.004443377,0.015439651
479,2010-02-11,0.017934003,0.009255223
480,2010-02-12,-0.00422833,-0.015371178999999999
481,2010-02-16,0.012974758000000001,-0.000798297
482,2010-02-17,0.006287844,-0.0020861070000000002
483,2010-02-18,0.006248554,-0.012587288
484,2010-02-19,-0.001724931,0.002837838
485,2010-02-22,0.001151941,0.007231775
486,2010-02-23,-0.009089863,-0.009900151
487,2010-02-24,-0.005689735,-0.001216107
488,2010-02-25,-0.00467126,-0.0011724460000000002
489,2010-02-26,0.000586648,0.013002798999999999
490,2010-03-01,0.018058161,0.037304497
491,2010-03-02,-0.004261691,-0.003995918
492,2010-03-03,0.004048583,0.001466675
493,2010-03-04,0.002764977,0.003661469
494,2010-03-05,0.016888787,0.028068627000000002
495,2010-03-08,0.023952096000000003,0.025340277999999997
496,2010-03-09,-0.00529626,0.0035422009999999996
497,2010-03-10,0.015196893999999999,0.012658268
498,2010-03-11,0.01333042,0.0023637420000000003
499,2010-03-12,0.005499245,-0.0008793319999999999
500,2010-03-15,-0.009008043,0.00044005300000000004
501,2010-03-16,-0.008224218,-0.0029590529999999997
502,2010-03-17,-0.00152755,-0.002767346
503,2010-03-18,-0.015080318999999998,-0.009450996
504,2010-03-19,-0.014312658999999998,-0.007876573000000001
505,2010-03-22,0.004502476,0.011131118
